document id,Document Number,Year,Benefactor,benefactor ID,Granter,granter ID,object,Summary,Latin transcript,Notes,mentions coloni?,witnesses,Neighbours,description of holding,url,Churches mentioned,church ref,Locations mentioned,grant location  id,granter home id,Charter enacted location id
25,RF 328,880,"Farfa, Anselmo, Abbot of Farfa","1,40 ",Formosa son of Albini  (wife of Stephano),,,,"IN NOMINE Domini Dei Salvatoris nostri Ihesu Christi. Regnante domno Karolo, anno deo propitio in hitalia ij"", mense decembris, per indictionem xiiij. Constar me formosam filiam cuiusdam albini, et coniugem stephani, nemine me cogente neque uim faciente, nec ullam uiolentiam patientem, nisi bona et spontanea propriaque uoluntate, et integro uigens Consilio, cum notitia trium propinquorum parentum meorum, idest grimualdi clerici et albuini et uenerii et albini, qui me inquisierunt si aliquam uiolentiam passa fuissem ab ipso stephano uiro meo, aut qua ratione uoluissem ipsas res meas uenundare, et ego in eorum praesentia nullam uiolentiam pati me proclamaui, nisi mea uoluntate uolo res meas uendere, una cum stephano uiro meo, et uendidisse et modo a die praesenti tradidisse uobis domno anselmoni abbati ex monasterio sanctae dei genitricis semperque uirginis Mariae sito sabinis in loco qui uocatur acutianus, ad partem ipsius monasterii, uidelicet uineam nostram quam habemus in massa torana in casale qui uocatur coniolicampi, ubi dicitur ad illam ouellanam, suptus uiarn petiam unam, per mensuram pedis publici in longitudinem pedum centum quinque, et in latitudine pedum xxx, caput in congrego nostro, pedum in uinea ipsius monasterii, ab uno latere ansualdus et albinus et ipsum suprascriptum monasterium, et ab alio latere ipsius suprascripti monasterii et albuini et ansualdi. Et illam nostram portionem uobis uendidimus sicut ipsam suprascriptam uineam de ipsa petiola de terra cum portione mea de ipsis salicibus, caput in uia publica, et ab alio capite uia publica, pedem in terra ipsius suprascripti monasterii. Ipsam terram infra ipsis designatis locis cum portione mea de salicibus et ipsam uineam ad ipsam mensuram, sicuti scriptum est, uobis uendidimus cum omnibus intra se habentibus, ad praetium placitum et definitum et in praesenti acceptum, merces in appraetiatos solidos duos et unum tremisse. Quod apud nos habere testamur. Quatinus ab hodierna die in uestra uel successorum uestrorum, ad partem ipsius monasterii permaneat potestate faciendi de ipsa nostra uenditione in omnibus quaecunque uolueritis. Et si ego formosa et stephanus uir meus, aut nostri haeredes contra uos, domne anselme abba, aut contra uestros successores aut contra ipsum sanctum monasterium de ipsa nostra uenditione causare 
aut minuere praesumpserimus, aut ab alio homine minime defenderimus, dupla conditione uobis et meliorata promittimus subiacere de ipsa nostra uenditione in ipsis locis, de qua agitur. Actum in massa torana, mense et indictione suprascripta. Signum ^ manus formosae et * stephani uiri eius, qui hanc cartulam fieri rogauerunt. Signa manuum uenerii et albani et albini propinquorum parentum consentientium. * Ego garimundus clericus parens consentiens manu mea. * Ego sigemarius manu mea subscripsi. * Ego garimundus manu mea subscripsi. * Ego gaidemarius notarius scriptor huius cartae, post traditam et a testibus roboratam, compleui et dedi. ",,,,,,,,,Massa Torano ,"26,8",8,
26,RF 24,749,fulcoaldo Abbot of Farfa.,"1,35",Benedict deacon and his brother teuderadum. ,,,,"IN NOMINE DOMINI DEI SALVATORis NOSTRI iHESU CHRiSTi. Temporibus domni luponis gloriosi et summi ducis gentis langobardorum, anno ducatus eius in dei nomine y., seu et uiri magnifici taciperti gastaldii ciuitatis reatinae, mense nouembris, per indictionem iij. Ideo constat nos benedictum diaconum et teuderadum germanos uendidisse et uendidimus tradidisse atque tradidimus, tibi uiro uenerabili fulcoaldo abbati de monasterio sanctae dei genitricis semperque uirginis mariae, portiunculam piciareni in busiano et in hilice, cum casis uineis, terris cultis uel incultis, omnia et in omnibus quantum ipse iam dictus piciarenus ad suam tenuit manum in integrum, ad pretium placitum et diffinitum et in praesenti acceptum cauallos duos ualentes solidos quinquaginta, et tendam ualentem solidos xx, Quod apud nos habere testamur. Et ipse praedictus piciarenus qui est colonus, si ibidem resedere uoluerit, resedeat in ipso dicto, et angariam quam nobis fecit faciat. Et si exire uoluerit, licentiam habeat cum libertate sua. Portiunculam eius sicut superius diximus, omnem in monasterio concedimus possidendum. Ita ergo, ut ab hac die firma et stabilis sit nostra uenditio, et neque a nobis, ncque ab uUo haeredum nostrorum, ista uenditio contradicatur. Vnde pro firmitate ipsius uenerabilis loci, godipertum notarium scribendum postulauimus, et testibus a nobis rogatis optulimus, qui supter signum sanctae crucis fecerunt. Actum in reate, mense et indictione suprascripta. Signum ^ manus benedicti diaconi uenditoris et traditoris. Signum ^ manus teuderadi uenditoris. Signum * manus rimonis fratris eius consentientis. Signum * manus guinelapi sculdahis testis. Signum ^ clarissimi sculdahis testis. Signum <^ manus alifiedi testis. Signum manus reudemundi testis. Signum * aidualdi testis, Signum * manus herniani testis. Signum * manus liusperti testis.",Return to this one and transcribe interesting details regarding the rights of coloni.,yes,,,,,,,"Hilide, Busiano",,,
27,RF 292,854,"Farfa, Hilderice abbot of Farfa","1,54","teuprandus et traso germani filii cuiusdam petri habitatores in massa torana et scampertus, filius cuiusdam raciperti, habitator in praedicta massa torana","55,56",,land sale,"ITEM ego teuprandus et traso germani filii cuiusdam petri habitatores in massa torana, bona uoluntate nostra uendidimus, et a praesenti die tradidimus tibi, hilderice uenerabiiis abbas ex monasterio sanctae dei genitricis semperque uirginis Mariae, territorio sabinensi in loco qui dicitur acutianus, portionem nostram in gualdo exercitale qui dicitur puzalia, ubi dicitur uinea porcarenis, et est per mensuram pedis publici in longitudine pedes mille et per latitudinem pedes c. cum omnibus infra se habitis, et est in congrego suprascripti monasterii. Pedem mittens in fine sancti petri in monte cacuno. Ipsas res in integrum ad praetium placitum et definitum, et in praesenti acceptum, argenti denarios 1. quod apud nos habere testamur. Similiter et ego scampertus, filius cuiusdam raciperti, habitator in praedicta massa torana, uendidi tibi, hilderice uenerabiiis abbas, portionem meam in eodem gualdo ad uineas porcarenis in ipso suprascripto congrego per mensuram pedis publici in longitudinis pedes mille, et per latitudinem pedes c. Et est in congrego suprascripti monasterii. Caput tenentem in congrego meo, Pedem tenentem in fine sancti petri in monte qui dicitur cacunus. 
Ipsam terram cum omnibus infra se habitis in integrum. Unde recepi a te praetium argenti denarios 1. quod apud me testor habere. 
","Interesting one. mention of Gualdo exercitale (fiscal land given to warriors?) This territory  has been studied by Tabacco and Wickham and is mentioned in Hubert pg. 132ish. refs: Cf. G. Tabacco, « Gualdus exercitalis » e « silva arimannorum », repris dans Id., I liberi del re nell’Italia carolingia e postcarolingia, p. 113-138. Sur cet ouvrage et la question des arimanni, voir au moins P. Toubert, La liberté personnelle au haut Moyen Âge et le problème des arimanni ; S. Gasparri, La questione degli arimanni ; A. Castagnetti, Arimanni in « Langobardia » e in « Romania ». Sur le gualdus de Pozzaglia, voir aussi P. Toubert, Les structures du Latium, à l’index ; C. Wickham, European Forests in the Early Middle Ages : Landscape and Land Clearance, p. 490 et suiv. ; E. Migliario, Uomini, terre e strade, à l’index ; Ead., Per una storia delle strutture agrarie, p. 59 ; A. Baroni, Problemi di topografia agraria fra tarda antichità e alto medioevo. Gualdus nella documentazione farfense ; L. Feller, Décrire la terre en Italie centrale, p. 504-506. Pour les Abruzzes et la Pouille, voir respectivement L. Feller, Les Abruzzes médiévales, p. 140-143 et J.-M. Martin, La Pouille du vie au xiie siècle, p. 194-196.

",no,,,,,yes,17,,27,8,
28,RF 293,853,"Farfa, Hilderice abbot of Farfa","1,54",,58,mill and vineyards,Sale of Mill and vineyards nearby in Massa Torana,"INDDJC,. Hlotharii diuina Ordinante prouidentia imperatoris augusti, anno in christi nomine xxxij. Simulque et imperantis domnj Hludovici filii eius serenissimi augusti, anno in dei nomine v. in vi. die mensis mail, per indictionem ij. Constat me causarium filium cuiusdam marciliani habitatorem in massa torana , bona uoluntate mea uendidisse atque tradidisse a die praesenti uobis, domne hilderice uir uenerabiiis abbas ex monasterio sanctae dei genitricis semperque uirginis mariae, sito in acutiano territorio sabinensi seu in suprascripto monasterio, molinum nostrum quod habuimus in suprascripta massa torana, quod aedificatum est suptus tampilianum, in ilio riuo. Cum casa, et solo, et alueo, et ripa, et omni aedificio suo cum introitu et exitu suo in integrum. Simul et uendidi tibi uineam meam in eadem massa torana in loco qui dicitur ad riuum, petiam unam per mensuram pedis publici de tremisse uno, et est in congrego suprascripti monasterii. Ipsum molinum, et alueum, et uineam cum omnibus infra se habitis, in integrum uendidi uobis possidendum ad praetium placitum et definitum, et in praesenti acceptum, argenti solidos v, quod apud me habere testor. Quatenus ab hac die in uestra seu successorum uestrorum, et ipsius sancti monasterii permaneat potestate ipsa mea uenditio, faciendi in omnibus quaecunque uolueritis. Et ncque ego, neque mei haeredes contra uos uel successores uestros, de ipsa mea uenditione causare uel retollere aut minuere aut abalio homine mìnime defendere potuerimus, dupla condicione uobis subiaceamus de ipsa uenditione meliorata, in ipso loco de quo agitur, quia sic conuenit inter nos. Actum in reate^ mense et indictione suprascripta. Signum manus causarli qui hanc cartulam fieri rogauit. * Ego adelpertus manu mea, * Ego lupo manu mea. * Ego iohannes manu mea. * Ego adelbertus manu mea. * Ego ratichis notarius post traditam scripsi, compleui, inclusi et dedi. 
",,,,,,,,,Massa Torano,8,8,
29,RF 282,,,"1,59",,,,Confirmation by Emperor Lothar of Farfa’s land and privileges,,Huge transcript. See separate file,,,,,,"yes, many","18,19,20,21, 22, 23, 24, 25",,,,
30,RF 41,707,"Farfa, Abbot baiane","1,63", Theodorum filius  cunctarii,62,,lease of oratory left by father Cunctarius who was also a priest.,"IN NOMINE DOMINI DEI SALVATORis NOSTRis iHEsu CHRisTi. Impcrantìbus doiTinis piissimis perpetuis augustis constantino a deo coronato magno pacifico imperatore anno xlvij., et (i) eius anno xxvij. Sed et leone a deo seruato magno imperatore eius filio, anno xvii., indictione v., mense augusti die xvii. Quoniam certum est me theodorum uirum deuotum (2) locatarium et habitatorem castri uiterbii repromisisse uobis, domne baiane vir venerabilis abbas monasterii sanctae dei genitricis et intemeratae uirginisj uel ad cunctam sanctam congregationem eiusdem monasterii constituti pharfae, quod pater meus cunctarius uir uenerabilis presbiter et occliauia presbitera dimiserunt oratorium sancti angeli, simul etiam cum portionibus suis de fundis quae dimiserunt suprascripto monasterio. Ideoque placuit atque conuenit inter utrasque partes, ut suprascriptus theodorus, atque haeredes et prohaeredes eius in aeternis temporibus inferre debeant, idest per annum de tritico modia numero decem , uini decimatas numero quadraginta, carra faeni numero uiginti, et molas utiles parium unum. Vnde ego qui supra theodorus locatarius omnia per annum repromitto persoluere, tam me quamque haeredes meos. Et, quod absit et non credo, ego qui supra theodorus locatarius, si ista suprascripta capitula per annum non persoluero qui supra uobis quibus supra domno balano sanctissimo abbati, uel successcribus uestris in uenerabili monasterio uestro, poenam persoluere debeam auri solidos centum. Et tunc ab ipsa portione quam tenere uidemur, nos exeamus uacui, et inanes, et habeatis ipsam portionem nostram, quae reuertatur in monasterio. Et iterum repromitto ego theodorus locatarius, simul cum haeredibus meis, quod quando monachi ibi aduenerint in oratorium sancti angeli, si ibidem aliquod perditum habuerint, omnia repromitto me de meo proprio uobis reddere. Et si distulero, et minime reddidero, tunc repromitto me iterum duplum ipsum quod perditum fuerit restaurandum. Quam repromissionem meam, ego qui supra theodorus scribendam dictaui sergio humili subdiacono, et tabellario castri uiterbii notarlo rogatorioque meo. In qua pro uestra cautela, et firmitate uestri monasterii, ac pro ignorantia litterarum supter signum sanctae crucis fecit, et uobis, domne baiane sanctissime abbas, contradidi in mense et indictione suprascripta. In praesentia leonis sanctissimi aepiscopi ciuitatis castri uiterbii, et marini presbiteri tituli sancti gratiliani, imitanconis diaconi, antonii presbiteri, rinculi presbiteri tituli sancti abundii. Signum * manus theodori uiri deuoti locatarii numeri centucellensis. Quod postea rememorati sumus. Sub ea uidelicet ratione, ut cella ubi antea residebat, sit in potestate monachorum ad manendum, et semper per quando ibidem uenerint, habeant sibi licentiam sine aliquo impedimento nostro manere. 
",INVESTIGATE.. AND TRANSLATE IN FULL. This is fascinating. Theodore (virum devotum) of Viterbo rents the oratory of San Angelo in Viterbo with the land associated with it from Farfa as it was donated by his father and another priest. Agreed by the Bishop Viterbo and heads of titular churches. Agreed that Monks from Farfa could use the oratory and things would be provided for them when they visited. {{{{{ALSO INTERESTING REF TO TITULAR CHURCHES LOOK THESE UP AND ADD TO LIST}}},no,,,,,yes,49,42,,42,
31,38,757,"Farfa, Abbot fulcoaldi,","1,35",guinelapus sculdahis,,,,"
INDNHC Temporibus domni albuini gloriosj et summi ducis gentis langobardorum, anno ducatns eius in dei nomine i"". Seu et uiri magnifici alefridi gastaldii ciuitatis reatinae, mense martii, per indictionem x. Quisquis suorum facinorum ac delictorum pertractans, aeterni regni beatitudinem, et metum gehennae, et uoracis ignis incendia expauescit, oportet eum suae salutis tractare remedium, quatinus hic ulta ualeat perfrui bona, et illic regnet cum christo. Qua de re ego guinelapus sculdahis, una cum coniuge mea stephania, consideraui humanae fragilitafis et seculi huius excessum, quia omnes qui In hoc mundo sumus mortis iugo subiacemus, ut pro redemptione animarum nostrarum de substantia nostra per loca sanctorum tribueremus. Primum omnium offerimus in monasterio sanctae dei genitricis mariae, quod situm est in acutiano, In praetoriolo foculares undecim, casas, uineas, terras, cultum uel incultum portionem nostram in integrum. In antiano foculares quatuor, casas, uineas, terras, cultum uel incultum, quantum ibidem habemus in integrum. In figlinulae casas, uineas, terras, cultum uel incultum, quantum in eodem loco habemus, portionem nostram in integrum. In corneliano uncias tres, casas, uineas, terras, cultum uel incultum, portionem meam in integrum. In tarlano foculares duos, qui reguntur per audulum et lòngulum. In secundiliano casam unam, et casalem medium, cultum uel incultum, quantum ibidem habemus, in integrum tradidimus. Ita ergo ut ab hac die firma et stabilis sit nostra donatio in ipso sancto monasterio, et a nullo homine exinde aliquid suptrahatur, sed in perpetuis temporibus stabilis debeat permanere. Vnde, prò firmitate ipsius uenerabilis loci, gudipertum notarium scribendum postulauimus, et testibus a nobis rogatis optulimus qui supter signum sanctae crucis fecerunt. Actum in reate mense et indictione suprascripta. Signum * manus guinelapi sculdahis donatoris. Signum manus stephaniae coniugis eius donatricis. Signum * manus citheonis sculdahis testis. Signum manus teudemundi testis. Signum * manus rauciperti actionarii testis. Signum «Jt manus leoniani testis. Signum * manus andreatis testis. Signum manus magnonis testis. Signum ^ manus rimonis actionarii testis. Signum * manus alahis testis. Signum ^ manus radualdi actionarii testis. Signum manus godefridi testis. Signum ^ manus audualdi 
testis. Signum ^ manus taconis testis. ",telling indication of motivation for donation: ‘ ut pro redemptione animarum nostrarum de substantia nostra per loca sanctorum tribueremus’,,,,,,,,,"45,46,43,47,48",1,
32,RF 39,757,"Farfa, Abbot fulcoaldi,","1,35",Felice coloni,68,,,"IN NOMLVE DOMINI DEI SALVATORIS NOSTRI IHESU CHRISTI. TempoHbuS domui albuinj ducis gentis langobardorum , seu et uiri magnifici hizzonis gastaldii ciuitatis reatinae, mense mail, per indictionem x. Ideo constai me felicem colonum monasterii sanctae dei genitricis semperque uirginis mariae, prò mercede et absolutione animae meae, donasse atque concessisse in ipso sancto monasterio portionem meam in integrum in fundo longitiae, casas, uineas, terras, siluas, oliueta, cultum uel incultum, et quidqui habere uisus sum. In ea nero ratione, ut diebus uitae meae ipsam portiunculam meam in mea sit potestate, cultandi. Iaborandi, meliorandi. Post meum nero discessum, ipsa portiuncula mea in suprascriptum monasterium sanctae mariae, uel ad potestatem domni abbatis fulcoaldi, seu cunctae congregationis ipsius monasterii reuertatur, tam ipsam portiunculam meam, quam et colonam meam nomine ciottulam cum filio suo teoderico et filia sua formosula, et aliam ancillam meam quae michi ad manus seruire debet, nomine ansulam, et medietatem de puero meo maurontone, uel quicquid habere uisus fuero, uel moriens derelinquo. Ita sane, ut ab hac die firma et stabilis permaneat nostra donatio, et qui contra hanc cartulam donationis nostrae ire temptauerit, in iram dei incurrat et cum inda traditore habeat portionem, et insuper componat auri solidos centum, et quod repetit uendicare non ualeat. Signum ^ manus ipsius felicis donatoris qui hanc cartulam fieri rogauit. Signum ^ manus helij seu colonis germani eius. Signum manus audualdi. Signum * manus audulfi testis. Signum * manus lupoli testis. Signum * manus rodiperti nepotis eius testis. * Ego palumbus et si indignus monachus, rogatus a felice colono scripsi. Actum in monasterio suprascripto. 

",interesting colonus Felix donates his land to Farfa after his death containing ‘his’ other coloni and serving maids. charter made in monastery by monks on his behalf.,yes,,,,,,,longitiae,49,49,
33,RF 260,824,,"1,11",Audolfus son of Hildericus.,69,church and Land.,Audolfus after much dispute donates the land of his father who was a cleric in the monastery.  the church  with coloni and houses and the church of san agathes and al that pertains to it. Mother and daughter (and himself??) retain usufruct until their death when it will pass to the monastery,"INDIC. H!udovici diuina Ordinante prouidentia imperatoris augusti anno in christi nomine xj. Simul et imperantis Hlotharii filii eius serenissimi augusti anno in dei nomine ij., iiij. die mensis iunii, per indictionem ij. MAnifestus sum ego audolfus filius cuiusdam hilderici, quia habui tecum, vir veneiabilis ingoalde abbas ex monasterio sanctae mariae sito acutiano, litidium uel altercationem de testamento ilio quod quondam suprascriptus hildericus genitor meus in ipso monasterio sanctae mariae, uel guttae matris meae, seu filiae eius emisit, eo quod ipse genitor meus in eodem monasterio sanctae mariae clericus factus fecit ipsum testamentum, et debit ac tradidit a die praesenti in ipso monasterio sanctae mariae pro sua porione colonos cum colonabus uel coloniis suis, et cum casis, terris, uineis, cultis uel incultis, pomis, arboribus, pratis, pascuis omnibus in integrum, sicut in ipso continetur testamento. De aecclesia uero sanctae agathes, quae sita est ad arci iuxta ciuitatem reatinam cum omni pertinentia sua, constituit, ut eam haberet gutta mater mea et filia eius diebus uitae illarum usu fruendi. Post earum uero discessum, ipsa aecclesia cum omni pertinentia eius in integrum reuerteretur in potestate ipsius monasterii sanctae mariae. Et dum exinde ego tecum diu altercarer, et multas causationes per plures dies habuissem, uolens testamentum ipsum corrumpere pro eo quod postea ipse genitor meus exiuit de ipso monasterio. Modo quidem conuenimus Inter nos amica pactuatione et laxaui tibi^ ingoalde abbas, ad partem suprascripti monasterii in antea res ipsas. Idest colonos cum coloniis suis sicut in ipso testamento patris mei habetur. Simul et terras in ualle tyba modiorum centum plus minus meam portionem in integrum. 
",,yes,,,,,,,,,,
34,RF 228,,,,,,,"donation of land in which Audoinus donates land to farfa, some which he got from his father and other from Leone son of Bonualdi. in antico boundaries describe land of Lupualdi cleric. acted in cella sancta valentini.","INDSIC iMperante domno piissimo perpetuo augusto HLudovico a deo coronato magno imperatore, anno iiij."", et post consulatum eius anno iiij."" Sed et lothario a deo seruato magno imperatore eius fiiio, anno j"". Et post consulatum eius anno j '. Seu domni nostri paschalis summi pontificis et uniuersalis papae in sacratissima beati petri principis apostolorum sede, anno j"". Mense octobris, Indictione xj. Sapientium est cogitare de futuris causis et uigilare, ut, dum ad terrena tendimus, de caelesti gratia nobis opportuna pertractemus, ut grauiora pondera peccati abicere possimus. Et ideo audoinus filius cuiusdam pinzoli, habitator in antiquo, a presenti die dono, cedo atque trado in aecciesia uel monasterio sanctae dei genitricis mariae sito in territorio sabinensi, loco qui dicitur acutianus, Idest tres petias uinearum mearum, quas habere uideor in casale corniano et in antiquo, quae michi ex compara tione uenerunt, a dominico una ex ipsis petiis, alia a quodam leone filio cuiusdam bonualdi. Tertia a quondam genitore meo. Simulque et trado aliam petiain iterum a genitore meo in suprascripto casale corniano. Cuius finis uineae est prope uineam theutperti et suorum germanorum et lupualdi clerici. Secunda petia a genitore meo est, affines prope uineam ursi postarii et altrudae. Et illa tertia petia uineae est prope uineam gunsalmi et lupualdi clerici. Quarta uero petia est prope uineam lupuli de antiquo et suorum germanorum et laurentioli clerici ut ab hac die res superius nominatae, uites et terra ubi super posita est, in iure et potestate sanctae dei genitricis mariae uel eius congregationis permanere debeat et persistere semper. Simulque dono prò redemptione animae meae idest totam rationem de casa mea, una cum solo suo et curticella atque hortulo in antiquo, quae michi ex comparatione euenit a stirona et iugali suo pipisco, ut futuris temporibus omnes suprascriptae res, qualiter superius legitur in transactum, in suprascripto monasterio persistant semper. Hanc uero paginam iudicati mei allonem presbiterum et notarium scribere rogaui et a me testes rogatos optuli roborandam. Actum ad cellam sancti ualentini. Signum * manus audoini suprascripti donatoris qui hoc iudicatum fieri rogauit. Signum * manus agiprandi filii cuiusdam theuprandi notarli testis. 
Signum * manus theuperti filii cuiusdam grasolfi testis. * Ego raco me testem subscripsi. * Ego allo presbiter et notarius hoc iudicatum uel dispositionem scripsi, et post tradita compleui et dedi. 
",,,,,,,,65?,,,,
35,RF 222,816,"Farfa, Ingoaldus Abbot","1,11",Lupo and Benedictus,"72,73",,B,"IN DEI NOMINE. iMperante domino Nostro piissimo perpetuo augusto ludovico a deo coronato magno et pacifico imperatore, et post consulatum eius anno iij. Seu domino nostro stephano summo pontifice et uniuersali papa in sacratissima beati petri apostolorum principis sede j., mense augusti, Indictione viiij. Nos lupo et benedictus germani, filli cuiusdam uitalis de castro ueterbii, donamus atque concedimus in monasterio sanctae dei genitricis mariae sito in acutiano territorii sabinensis, ubi uir uenerabilis abbas ingoaldus esse uidetur, Omnes res illas quas habere uisi sumus in casale qui nominatur segutianus, cum casa, curte, horto, campis, pratis, uineis, siluis, quicquid nobis de ipsa haereditate ubicumque pertinet rationis, una cum accessione sua in integrum. Et donamus omnem rationem nostram de casale qui nominatur campus aureus cum siluis, territoriis et omnia in integrum, simulque et rationem nostram de casale qui nuncupatur nobule, qui nobis ex comparatione euenit a quodam hildiperto, una cum territorio, siluis uel accessione sua in integrum. Istas supra scriptas res omnes, qualiter superius legitur, donamus nos qui supra lupo et benedictus germani in suprascripto monasterio sanctae mariae pro redempfione parentum nostrorum uel germani nostri lamperti presbiteri qui in ipsum monasterium intrauit. Vt ab hac die ipsas suprascriptas res, qualiter superius legitur, in iure et potestate uestra uel successorum uestrorum habeatis, et faciendi et iudicandi qualiter uolueritis liberam in omnibus habeatis potestatem et a nobis plenissimam largitatem. Quam uero cartulam donationis nostrae donatum notarium scribendam rogauimus, et supter coram testibus a nobis rogatis optulimus roborandam. Actum intra monasterium sanctae dei genitricis mariae sito in acutiano, Signum, manus luponis qui hanc cartulam donationis fieri rogauit. Ego bendictus notarius et donator in hac cartula donationis a me factae manu mea. * Ego gualipertus manu mea. * Ego rachimundus presbiter manu mea. Signum * manus martionis habitatoris ueterbii testis. Signum * manus anselmi filli cuiusdam ausoni habitatoris intra ciuitatem ferentis testis. * Ego andreas me testem subscripsi. * Ego donatus notarius scriptor huius cartulae post testium roborationem compleui et dedi. ",Interesting. Lupo and Benedictus sons of vitalis of castel Viterbii donate land to monastery as their brother Lamperti is entering the monastery. Benedictus has written this charter himelf acted in the monastery.  ,no,,,,,,,,,42,
36,RF 179,802,,,,,,,"IN NOMINE DOMINI. Imperante domno nostro piissimo, perpetuo, a deo coronato Karolo magno imperatore, anno imperii eius ij.° Seu domno nostro leone summo pontifice et uniuersali papa, in sacratissima beati petri apostolorum principis sede vi)."", mense februarii, indictione x. Constat me gualfredum nec non et agipertum germanos seu et pertonem filium cuiusdam nustiolae et habitatores uici antoniani, libera potestate uendidisse tibi donnoni praeposito sancti ualentini, idest totam portionem nostram de cesabus nostris sodis, quas habere uisi sumus in finibus uel territoriis uiterbensibus, una cum pomiferis et repalibus et arboribus suis fructuosis uel infructuosis et accessione sua in integrum. Et nobis uenditoribus de suprascriptis terris sudis nichil reseruauimus, sed tibi emptori nostro in integrum uendidimus. Vnde profitemur nos uenditores suscepisse a te emptore nostro, idest solidos V finito pretio, sicut inter nos bono animo conuenit. Quatinus ista suprascripta uenditio quam textus iste continet, in tua cuius supra emptoris uel successorum tuorum qui in ipsa cella pro tempore fuerint, sit potestate faciendi et iudicandi quicquid aut qualiter uokierint, liberam in omnibus habeatis potestatem. Et si nos ipsi uenditores, aut aliquis haeredum nostrorum, per nos aut per a nobis submissam personam contra te uel posteros tuos de ista suprascripta uenditione quam textus iste continet in aliquo molestare praesumpserimus et si ab omni homine deffendere non potuerimus, uobis quibus infertur molestia, componamus penae nomine ipsam suprascriptam terram in duplum sub iusta aestimatione. Actum uiterbio. Signum * manuum gualfredi, agiperti et pertonis germanorum et uenditorum qui hanc cartulam fieri rogauerunt. * Ego alticauso manu mea. Signum * manus hildiprandi testis. Signum * manus nordonis testis. * Ego gulfarius manu mea. Signum * manus petronis filii cuiusdam fridonis testis. * Ego herminfridus notarius huius cartulae scriptor compleui et dedi. ",V. Interesting: Sale of land either to the church of Sancti Valentini by three brothers from Antoniani. How/why did Farfa choose to retain this? Did they later gain possession of St. Valentini? Or did they already own at this point,,,,,,,65,,42,51,
47,RF 274,824,"Farfa, Abbot Ingoald","1,11",,,,,"in sacratissima beati petri apostolorum principis sede, anno j., mense decembris, Indictione iij. Qvisquis homo in hoc saeculo positus est, iuxta tempus et facultates quas habere uidetar, debet ea salubriter tractare atque prudenti dispertiri Consilio, ut dum eius anima de hoc corruptibili saeculo fuerit sublata, non iudicetur de negligentia, sed quantulumcumque de bona prouidentia consoletur, quoniam aeternae uitae salutem, et animae suae uel parentum suorum requiem acquirit, qui in locis uenerabilibus de suis rebus confert terrena, ut a christo recipiet aeterna et caelestia. iModo enim ego gumpulus filius cuiusdam gundonis, et habitator maternae, uir deuotus (i) et donator, cogitans de peccatis meis, et quomodo dicit diuina scriptura: qua hora peccator conuersus fuerit, omnia ei remittuntur peccata; a praesenti die ordino et dispono atque uolo, ut habeat omnem rationem meam de rebus uel substantiis meis, quas habere uisus sum in materna territorio uiterbensi, et teneat monasterium sanctae dei genitricis mariae, territorii sabinensis, loci ubi dicitur acutianus, et domnus ingoaldus uir uenerabilis abbas, uel posteris eius. Hoc est casam in suprascripto casale maternae, una cum omni aedificio suo et curte, Ortis, uineis, campis, pratis, siluis et territoriis tam in casale camiliano, piragnana, petra pertusa, aqua bibula. Ipsos suprascriptos casales una cum territoriis, cultis uel incultis, pascuis, arboribus fructuosis uel infructuosis, et cum adiacentiis, ripariis, coronis, cespitibus, et aquis aquarumque decursibus, omnibusque accessionibus suis in integrum, do atque trado in ipso praedicto monasterio, meam rationem de rebus meis, quae michi legibus pertinent a filiis meis. Antepositam unam petiam de terra quam filius meus andreas conquisiuit. In tali uero ratione, ut dum ego gumpulus et mulier mea aduixerimus, nomen decibile, in nostra sit potestate fruendi. Et per omnes annos in natale sancti ualentini, mense nouembris, dare debeamus denarios viiij. In caera, aut in oleo, qualiter potuerimus, Nam post nostrum discessum omnes meae rationes de rebus uel substantiis meis, qualiter superius legitur, in ius et potestatem deueniant ipsius sancti monasterii, uel eius abbatis aut ipsius sanctae congregationis, qui ibidem modo esse uidentur, aut qui prò tempore fuerint, faciendi et iudicandi recto ordine et canonice sicut et aUas proprietates , liberam in omnibus habeatis potestatem, et a me plenissimam largitatem. Et adiuro omnes homines, inuocata maiestate domini nostri ihesu christi, per patrem et filium et spiri tum sanctum, et per omnes martyres et prophetas, ut nuUus homo contra hoc iudicatum seu dispositionem meam, agere aut causare audeat, uel in iudiciariam potestatem mittere. Et qui fecerit, in primis omnium incidat in iram dei omnipotentis et in omnium martyrum et prophetarum, et cum ipsa domina mea sancta dei genitrice. Et cum iuda habeat damnationis in die tremendi iudicii. Actum uiterbii. Signum ^ manus gumpuli qui hoc iudicatum seu dispositionem fieri rogauit. Signum ^J» manus gumpuli germani gualiperti testis. Signum «J» manus agiperti transpadini de uico squarano testis. Signum ^ manus petronis filli cuiusdam iohannaci testis. Signum <^ manus siluestri transpadini testis. Signum ^ manus gualiperti filli cuiusdam teuperti. Signum manus luponis filii cuiusdam grimacoli testis. Signum «J» manus gaipertuli ferrarli testis. Signum manus agifridi transpadini testis. Ego benedictus notarius scripsi et, post quam tradita est fratello presbitero et praeposito sancti ualentini ad partem monasterii, compleui et dedi. ",,,,,,,,65,,,,
